"INSTNM","STABBR","ZIP","LOCALE","OBEREG","GBA6RTT","GBA6RTM","GBA6RTW"
"Alabama A & M University","AL","35762",12,5,28,23,32
"University of Alabama at Birmingham","AL","35294-0110",12,5,62,58,65
"Amridge University","AL","36117-3553",12,5,67,67,67
"University of Alabama in Huntsville","AL","35899",12,5,61,56,68
"Alabama State University","AL","36104-0271",12,5,28,23,32
"The University of Alabama","AL","35487-0100",13,5,72,70,74
"Auburn University at Montgomery","AL","36117-3596",12,5,36,33,37
"Auburn University","AL","36849",13,5,81,77,84
"Birmingham-Southern College","AL","35254",12,5,70,64,76
"South University-Montgomery","AL","36116",12,5,14,0,16
"Faulkner University","AL","36109-3390",12,5,17,15,19
"Herzing University-Birmingham","AL","35209",21,5,,,
"Huntingdon College","AL","36106-2148",12,5,44,39,52
"Heritage Christian University","AL","35630-9977",13,5,0,0,
"Jacksonville State University","AL","36265",23,5,50,42,56
"University of West Alabama","AL","35470",43,5,37,30,45
"Miles College","AL","35064-2621",21,5,24,17,32
"University of Mobile","AL","36613-2842",41,5,51,43,56
"University of Montevallo","AL","35115-6000",21,5,52,46,54
"University of North Alabama","AL","35632-0001",13,5,51,47,54
"Oakwood University","AL","35896",12,5,49,42,55
"Samford University","AL","35229-2240",21,5,79,74,82
"Selma University","AL","36701",32,5,1,1,2
"University of South Alabama","AL","36688-0002",12,5,47,39,53
"Spring Hill College","AL","36608-1791",12,5,56,54,58
"Stillman College","AL","35401",13,5,15,8,24
"Talladega College","AL","35160",32,5,25,17,34
"Troy University","AL","36082-0001",33,5,51,43,57
"Tuskegee University","AL","36088-1920",32,5,57,52,60
"University of Alaska Anchorage","AK","99508",11,8,32,31,33
"Alaska Bible College","AK","99645",32,8,33,50,0
"University of Alaska Fairbanks","AK","99775",23,8,44,47,40
"University of Alaska Southeast","AK","99801-8697",33,8,29,35,26
"Alaska Pacific University","AK","99508",11,8,22,25,20
"Charter College","WA","98683-7575",12,8,,,
"Brookline College-Phoenix","AZ","85021",11,6,29,0,40
"Arizona State University Campus Immersion","AZ","85287",12,6,66,63,70
"University of Arizona","AZ","85721-0066",11,6,64,60,69
"Embry-Riddle Aeronautical University-Prescott","AZ","86301-3720",41,6,70,68,75
"Grand Canyon University","AZ","85017",11,6,45,45,45
"Dine College","AZ","86556",43,6,,,
"Northern Arizona University","AZ","86011-4092",13,6,59,52,63
"Pima Medical Institute-Tucson","AZ","85712",11,6,,,
"Prescott College","AZ","86301",13,6,40,47,35
"Arizona Christian University","AZ","85306-3216",21,6,36,26,60
"University of Arkansas at Little Rock","AR","72204",12,5,37,31,41
"Arkansas Baptist College","AR","72202-6068",12,5,0,0,0
"Lyon College","AR","72501",33,5,46,40,53
"University of Arkansas","AR","72701",13,5,70,66,73
"University of Arkansas at Pine Bluff","AR","71601",13,5,41,31,48
"Arkansas State University","AR","72401",13,5,52,47,56
"Arkansas Tech University","AR","72801-2222",33,5,43,42,44
"University of Arkansas at Monticello","AR","71656",33,5,22,22,21
"University of Central Arkansas","AR","72035-0001",13,5,49,45,51
"Central Baptist College","AR","72034",13,5,42,34,49
"Crowley's Ridge College","AR","72450",41,5,29,17,38
"Harding University","AR","72149-5615",32,5,67,64,70
"Henderson State University","AR","71999-0001",32,5,37,31,42
"Hendrix College","AR","72032-3080",13,5,73,70,76
"John Brown University","AR","72761",32,5,70,64,75
"Ouachita Baptist University","AR","71998-0001",32,5,66,63,70
"University of the Ozarks","AR","72830",33,5,49,51,47
"Philander Smith College","AR","72202-3799",12,5,28,27,29
"Williams Baptist University","AR","72476",42,5,32,34,29
"Southern Arkansas University Main Campus","AR","71753",33,5,38,34,41
"University of Arkansas-Fort Smith","AR","72913-3649",13,5,33,27,38
"Academy of Art University","CA","94105",11,8,36,28,41
"American Conservatory Theater","CA","94102",11,8,,,
"Antelope Valley Community College District","CA","93536-5426",21,8,,,
"Art Center College of Design","CA","91103",12,8,76,67,81
"Azusa Pacific University","CA","91702-7000",21,8,72,65,75
"Bakersfield College","CA","93305-1299",11,8,,,
"Bethesda University","CA","92801",11,8,15,18,12
"Biola University","CA","90639-0001",21,8,70,67,71
"Bryan University","AZ","85281",12,6,27,31,24
"California Baptist University","CA","92504-3297",11,8,57,54,58
"California College of the Arts","CA","94107-2247",11,8,65,61,68
"California Institute of Technology","CA","91125",12,8,93,91,95
"California Lutheran University","CA","91360-2787",12,8,74,68,77
"California Polytechnic State University-San Luis Obispo","CA","93407",23,8,85,82,89
"Alliant International University-San Diego","CA","92131",11,8,9,33,0
"California State University-Bakersfield","CA","93311-1099",11,8,48,42,51
"California State University-Stanislaus","CA","95382-0299",23,8,58,52,60
"California State University-San Bernardino","CA","92407-2393",12,8,57,52,60
"California State Polytechnic University-Pomona","CA","91768",21,8,70,67,74
"California State University-Chico","CA","95929-0150",12,8,65,61,69
"California State University-Dominguez Hills","CA","90747-0005",13,8,53,51,53
"California State University-Fresno","CA","93740",11,8,57,51,60
"California State University-Fullerton","CA","92831-3599",21,8,71,66,76
"California State University-East Bay","CA","94542",21,8,48,44,51
"California State University-Long Beach","CA","90840-0115",11,8,75,72,78
"California State University-Los Angeles","CA","90032-8506",11,8,52,47,55
"California State University-Northridge","CA","91330",11,8,54,47,60
"California State University-Sacramento","CA","95819-2694",11,8,57,51,62
"University of California-Berkeley","CA","94720",12,8,93,92,94
"University of California-Davis","CA","95616-8678",23,8,87,84,89
"University of California-Irvine","CA","92697",11,8,84,80,86
"University of California-Los Angeles","CA","90095-1405",11,8,92,90,93
"University of California-Riverside","CA","92521",11,8,76,74,78
"University of California-San Diego","CA","92093",11,8,89,87,92
"University of California-Santa Barbara","CA","93106",22,8,85,82,88
"University of California-Santa Cruz","CA","95064-1011",13,8,78,76,80
"California Christian College","CA","93727",11,8,,,
"Haven University","CA","92840-1340",21,8,100,100,100
"California Institute of the Arts","CA","91355-2397",21,8,72,67,75
"California State University Maritime Academy","CA","94590-8181",12,8,68,66,82
"Casa Loma College-Van Nuys","CA","91405",11,8,,,
"Chapman University","CA","92866",12,8,80,75,82
"Concordia University-Irvine","CA","92612-3203",11,8,68,67,68
"San Diego Christian College","CA","92071",21,8,49,53,44
"Claremont McKenna College","CA","91711-6400",21,8,93,91,94
"University of Silicon Valley","CA","95134",11,8,44,43,47
"Columbia College Hollywood","CA","91356-1411",11,8,53,49,59
"Cypress College","CA","90630-5897",21,8,,,
"Design Institute of San Diego","CA","92121",11,8,50,,50
"Dominican University of California","CA","94901-2298",13,8,77,72,80
"Empire College","CA","95403-2126",12,8,,,
"FIDM-Fashion Institute of Design & Merchandising-Los Angeles","CA","90015-1421",11,8,,,
"FIDM-Fashion Institute of Design & Merchandising-San Francisco","CA","94108-5805",11,8,,,
"Feather River Community College District","CA","95971-9124",41,8,,,
"Foothill College","CA","94022",21,8,,,
"Fresno Pacific University","CA","93702-4709",11,8,68,55,74
"Glendale Career College","CA","91203",12,8,,,
"Harvey Mudd College","CA","91711",21,8,94,93,96
"Holy Names University","CA","94619-1699",11,8,58,52,60
"California State Polytechnic University-Humboldt","CA","95521-8299",33,8,48,44,49
"Humphreys University-Stockton and Modesto Campuses","CA","95207-3896",11,8,100,,100
"Interior Designers Institute","CA","92660",13,8,60,100,50
"American Jewish University","CA","90077-1519",11,8,50,50,50
"Life Pacific University","CA","91773-3298",21,8,47,52,44
"University of La Verne","CA","91750-4401",21,8,69,65,72
"Laguna College of Art and Design","CA","92651",41,8,70,76,68
"Latin American Bible Institute","CA","91746-3099",21,8,,,
"Lincoln University","CA","94612-2801",11,8,73,74,67
"La Sierra University","CA","92505-8247",11,8,56,56,56
"Southern California University of Health Sciences","CA","90604",21,8,100,,100
"The Master's University and Seminary","CA","91321-1200",21,8,72,75,68
"Loyola Marymount University","CA","90045-2659",11,8,79,78,79
"Marymount California University","CA","90275-6299",21,8,32,20,40
"Menlo College","CA","94027-4301",21,8,55,48,64
"Mills College","CA","94613",11,8,62,,62
"MiraCosta College","CA","92056-3899",21,8,,,
"Modesto Junior College","CA","95350-5800",12,8,,,
"Mount Saint Mary's University","CA","90049-1599",11,8,62,47,63
"Musicians Institute","CA","90028",11,8,58,60,50
"National University","CA","92037-1011",11,8,43,47,38
"Newschool of Architecture and Design","CA","92101",11,8,54,45,67
"San Francisco Bay University","CA","94539",21,8,27,13,43
"Notre Dame de Namur University","CA","94002-1908",21,8,54,48,56
"Occidental College","CA","90041-3392",11,8,83,84,82
"Otis College of Art and Design","CA","90045-3505",11,8,69,60,73
"Hope International University","CA","92831-3199",21,8,42,30,50
"Pacific States University","CA","90010-2263",11,8,0,0,
"Pacific Union College","CA","94508-9707",41,8,40,31,47
"University of the Pacific","CA","95211-0197",11,8,66,58,72
"Pepperdine University","CA","90263",21,8,83,78,87
"Pitzer College","CA","91711-6101",21,8,88,85,91
"Platt College-San Diego","CA","92115-3919",11,8,,,
"Point Loma Nazarene University","CA","92106-2899",11,8,73,68,75
"Pomona College","CA","91711-6319",21,8,93,92,94
"Santa Ana College","CA","92706-3398",11,8,,,
"University of Redlands","CA","92373-0999",13,8,69,64,73
"Rio Hondo College","CA","90601-1616",21,8,,,
"San Diego Mesa College","CA","92111-4998",11,8,,,
"San Diego State University","CA","92182-0001",11,8,76,72,80
"University of San Diego","CA","92110-2492",11,8,80,80,80
"San Francisco Art Institute","CA","94133-2299",11,8,32,37,28
"San Francisco Conservatory of Music","CA","94102-6011",11,8,71,62,85
"San Francisco State University","CA","94132",11,8,54,49,56
"University of San Francisco","CA","94117-1080",11,8,76,72,77
"San Joaquin Valley College-Visalia","CA","93291-9283",41,8,,,
"William Jessup University","CA","95765-3707",41,8,60,43,70
"San Jose State University","CA","95192-0001",11,8,69,65,74
"Santa Barbara Business College-Bakersfield","CA","93309",11,8,,,
"Santa Barbara Business College-Santa Maria","CA","93454",12,8,,,
"Santa Clara University","CA","95053",12,8,91,89,93
"Santa Monica College","CA","90405-1628",13,8,,,
"Scripps College","CA","91711-3905",21,8,82,,82
"Shasta Bible College and Graduate School","CA","96002",13,8,0,0,
"Shasta College","CA","96003",22,8,,,
"Simpson University","CA","96003-8606",13,8,52,48,54
"Skyline College","CA","94066-1698",21,8,,,
"Saint Mary's College of California","CA","94575",21,8,73,67,77
"Solano Community College","CA","94534-3197",22,8,,,
"Sonoma State University","CA","94928-3609",21,8,60,51,65
"Vanguard University of Southern California","CA","92626",12,8,61,60,62
"Southern California Institute of Architecture","CA","90013-1822",11,8,72,74,70
"University of Southern California","CA","90089",11,8,92,91,93
"Thomas Aquinas College","CA","93060",42,8,86,84,88
"Epic Bible College & Graduate School","CA","95841",21,8,50,,50
"West Los Angeles College","CA","90230-3519",21,8,,,
"Westmont College","CA","93108-1089",22,8,73,70,76
"Whittier College","CA","90601",21,8,64,54,70
"Woodbury University","CA","91504-1052",11,8,59,61,58
"Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary","CA","90046-7660",11,8,25,25,
"Adams State University","CO","81101",33,7,34,25,43
"Arapahoe Community College","CO","80160-9002",21,7,,,
"University of Colorado Denver/Anschutz Medical Campus","CO","80217-3364",11,7,48,43,52
"University of Colorado Colorado Springs","CO","80918",11,7,44,40,48
"University of Colorado Boulder","CO","80309-0017",12,7,74,70,78
"Colorado Christian University","CO","80226",12,7,58,54,60
"Colorado College","CO","80903",11,7,86,84,87
"Colorado Mountain College","CO","81601-0233",33,7,14,10,21
"Colorado School of Mines","CO","80401",21,7,83,83,84
"Colorado State University-Fort Collins","CO","80523-0100",12,7,69,66,71
"Colorado Technical University-Colorado Springs","CO","80907-3812",11,7,20,23,17
"Community College of Denver","CO","80204-2026",11,7,,,
"University of Denver","CO","80208",11,7,76,70,80
"Fort Lewis College","CO","81301-3999",32,7,44,42,46
"Front Range Community College","CO","80031",21,7,,,
"Colorado Mesa University","CO","81501-3122",13,7,45,38,51
"Metropolitan State University of Denver","CO","80217-3362",11,7,30,27,33
"Morgan Community College","CO","80701",33,7,,,
"Naropa University","CO","80302-6697",12,7,34,36,33
"Nazarene Bible College","CO","80920",11,7,0,0,
"University of Northern Colorado","CO","80639",12,7,52,48,54
"Pikes Peak Community College","CO","80906-5498",21,7,,,
"Pueblo Community College","CO","81004-1499",12,7,,,
"Red Rocks Community College","CO","80228-1255",12,7,,,
"Regis University","CO","80221-1099",11,7,62,55,66
"Rocky Mountain College of Art and Design","CO","80214",12,7,43,35,47
"Montessori Education Center of the Rockies","CO","80205",11,7,,,
"Colorado State University Pueblo","CO","81001-4901",12,7,39,34,42
"Trinidad State College","CO","81082",33,7,,,
"United States Air Force Academy","CO","80840-5002",31,0,86,86,86
"Western Colorado University","CO","81231",33,7,48,45,52
"Albertus Magnus College","CT","06511-1189",12,1,56,57,55
"Bais Binyomin Academy","NY","10952",21,2,0,0,
"University of Bridgeport","CT","06604-5620",12,1,43,41,44
"Central Connecticut State University","CT","06050",21,1,55,48,62
"Connecticut College","CT","06320-4196",13,1,81,78,83
"University of Connecticut","CT","06269",21,1,83,79,87
"Goodwin University","CT","06118",13,1,31,50,29
"Eastern Connecticut State University","CT","06226",31,1,57,49,62
"Fairfield University","CT","06824-5195",21,1,84,83,85
"University of Hartford","CT","06117-1599",12,1,61,58,63
"Holy Apostles College and Seminary","CT","06416-2005",21,1,57,80,0
"Mitchell College","CT","06320",13,1,42,36,51
"University of New Haven","CT","06516-1916",21,1,66,64,67
"Paier College","CT","06606",12,1,57,0,80
"Post University","CT","06723",22,1,22,27,18
"Quinnipiac University","CT","06518",21,1,80,75,83
"Sacred Heart University","CT","06825-1000",21,1,73,72,74
"University of Saint Joseph","CT","06117",21,1,56,0,57
"Southern Connecticut State University","CT","06515-1355",12,1,52,45,57
"Trinity College","CT","06106-3100",12,1,85,86,84
"United States Coast Guard Academy","CT","06320-4195",13,0,92,94,89
"Wesleyan University","CT","06459",13,1,91,88,94
"Western Connecticut State University","CT","06810-6826",13,1,53,47,59
"Yale University","CT","06520",12,1,97,97,97
"Delaware Technical Community College-Terry","DE","19901",13,2,,,
"Delaware State University","DE","19901",13,2,47,41,50
"University of Delaware","DE","19716",21,2,84,81,86
"Goldey-Beacom College","DE","19808",21,2,56,63,53
"Wesley College","DE","19901-3875",13,2,32,25,37
"Wilmington University","DE","19720",21,2,25,26,24
"American University","DC","20016-8001",11,2,79,77,80
"The Catholic University of America","DC","20064",11,2,74,71,76
"University of the District of Columbia","DC","20008",11,2,44,51,35
"Gallaudet University","DC","20002-3695",11,2,58,55,62
"George Washington University","DC","20052",11,2,84,81,85
"Georgetown University","DC","20057-0001",11,2,95,94,96
"Howard University","DC","20059",11,2,64,60,65
"Strayer University-District of Columbia","DC","20005",11,2,0,0,0
"Trinity Washington University","DC","20017-1094",11,2,41,,41
"The Baptist College of Florida","FL","32440",32,5,53,39,65
"Barry University","FL","33161-6695",21,5,41,36,43
"Bethune-Cookman University","FL","32114-3099",13,5,32,29,35
"Lynn University","FL","33431-5598",13,5,50,48,52
"Eastern Florida State College","FL","32922",21,5,,,
"Broward College","FL","33301",12,5,,,
"Albizu University-Miami","FL","33172-2209",13,5,0,,0
"College of Central Florida","FL","34474",13,5,,,
"Johnson University Florida","FL","34744",21,5,25,11,41
"University of Central Florida","FL","32816",21,5,75,70,79
"Chipola College","FL","32446-2053",32,5,,,
"Daytona State College","FL","32114",13,5,,,
"South University-West Palm Beach","FL","33411",21,5,36,33,36
"Eckerd College","FL","33711-4700",11,5,68,63,71
"Florida SouthWestern State College","FL","33919",21,5,,,
"Edward Waters University","FL","32209",11,5,28,25,32
"Embry-Riddle Aeronautical University-Daytona Beach","FL","32114-3900",13,5,62,59,72
"Florida Agricultural and Mechanical University","FL","32307",12,5,55,45,60
"Florida Atlantic University","FL","33431-0991",13,5,55,52,58
"Florida State College at Jacksonville","FL","32202",11,5,,,
"Flagler College","FL","32084",23,5,59,52,63
"Florida College","FL","33617",21,5,28,23,31
"AdventHealth University","FL","32803",11,5,42,38,43
"Florida Institute of Technology","FL","32901-6975",13,5,66,64,72
"Florida International University","FL","33199",21,5,67,63,70
"The College of the Florida Keys","FL","33040",33,5,,,
"Florida Memorial University","FL","33054-6199",21,5,32,26,36
"Florida Southern College","FL","33801-5698",12,5,68,64,70
"Florida State University","FL","32306-1037",12,5,83,79,86
"University of Florida","FL","32611",12,5,91,89,92
"Full Sail University","FL","32792-7429",21,5,44,42,50
"Gulf Coast State College","FL","32401",13,5,,,
"Hobe Sound Bible College","FL","33455-1065",21,5,31,30,31
"Indian River State College","FL","34981-5596",21,5,,,
"AI Miami International University of Art and Design","FL","33132-1418",11,5,33,24,40
"Jacksonville University","FL","32211-3394",11,5,48,42,53
"Keiser University-Ft Lauderdale","FL","33309",12,5,55,51,57
"Florida Gateway College","FL","32025-2007",32,5,,,
"Lake-Sumter State College","FL","34788-8751",22,5,,,
"State College of Florida-Manatee-Sarasota","FL","34207",21,5,,,
"Miami Dade College","FL","33132-2204",11,5,,,
"University of Miami","FL","33146",13,5,84,82,85
"North Florida College","FL","32340",41,5,,,
"University of North Florida","FL","32224-7699",11,5,62,57,66
"Nova Southeastern University","FL","33314-7796",21,5,61,63,59
"Northwest Florida State College","FL","32578-1295",41,5,,,
"Palm Beach Atlantic University","FL","33401",12,5,61,59,62
"Palm Beach State College","FL","33461-4796",21,5,,,
"Pasco-Hernando State College","FL","34654-5199",21,5,,,
"Pensacola State College","FL","32504-8998",13,5,,,
"Polk State College","FL","33881-4299",13,5,,,
"Ringling College of Art and Design","FL","34234-5895",13,5,80,74,83
"Rollins College","FL","32789-4499",21,5,71,72,69
"Saint Leo University","FL","33574-6665",23,5,44,39,46
"St Petersburg College","FL","33701",11,5,,,
"Santa Fe College","FL","32606-6210",22,5,,,
"Seminole State College of Florida","FL","32773-6199",13,5,,,
"St. John Vianney College Seminary","FL","33165-3244",21,5,100,100,
"Saint Johns River State College","FL","32177",32,5,,,
"South Florida State College","FL","33825-9356",41,5,,,
"University of South Florida","FL","33620-9951",11,5,75,70,78
"St. Thomas University","FL","33054-6459",21,5,41,41,42
"Stetson University","FL","32723",13,5,63,63,63
"Southeastern University","FL","33801-6034",12,5,47,39,55
"Tallahassee Community College","FL","32304-2895",12,5,,,
"Talmudic College of Florida","FL","33140-3854",13,5,63,63,
"The University of Tampa","FL","33606-1490",11,5,62,59,64
"Trinity Baptist College","FL","32221",11,5,20,11,42
"Trinity College of Florida","FL","34655-4401",21,5,31,26,38
"Valencia College","FL","32835",11,5,,,
"Warner University","FL","33859-8797",41,5,31,25,44
"Webber International University","FL","33827-0096",31,5,20,19,25
"Rasmussen University-Florida","FL","34474-6226",13,5,0,0,
"The University of West Florida","FL","32514-5750",13,5,52,46,57
"Abraham Baldwin Agricultural College","GA","31793-2601",32,5,34,32,36
"Agnes Scott College","GA","30030-3770",21,5,75,,75
"Albany State University","GA","31705",13,5,35,25,41
"Andrew College","GA","39840-5550",32,5,,,
"The Art Institute of Atlanta","GA","30328-1635",12,5,20,17,24
"Point University","GA","31833",32,5,28,17,50
"Atlanta Metropolitan State College","GA","30310-4448",11,5,20,25,0
"Clark Atlanta University","GA","30314-4391",11,5,42,37,43
"Berry College","GA","30149",23,5,72,66,76
"Beulah Heights University","GA","30316",11,5,13,10,17
"Brenau University","GA","30501-3668",13,5,52,50,52
"Brewton-Parker College","GA","30445",42,5,12,8,18
"College of Coastal Georgia","GA","31520-3644",13,5,23,20,24
"Clayton  State University","GA","30260-0285",21,5,36,31,39
"Columbus State University","GA","31907-5645",12,5,43,39,46
"Covenant College","GA","30750-4164",41,5,72,69,74
"Dalton State College","GA","30720-3797",13,5,30,27,32
"South University-Savannah","GA","31406",12,5,14,11,20
"East Georgia State College","GA","30401",33,5,,,
"Emmanuel College","GA","30639",32,5,34,28,42
"Emory University","GA","30322",11,5,90,87,92
"Georgia Highlands College","GA","30161-3897",41,5,,,
"Fort Valley State University","GA","31030-4313",31,5,45,30,58
"Georgia Institute of Technology-Main Campus","GA","30332-0530",11,5,92,91,93
"Georgia Southwestern State University","GA","31709-4693",32,5,34,24,41
"Georgia College & State University","GA","31061",32,5,62,55,66
"Georgia Southern University","GA","30460-8126",32,5,54,49,60
"Georgia State University","GA","30303-3083",11,5,56,49,62
"University of Georgia","GA","30602",12,5,87,86,88
"Gordon State College","GA","30204",32,5,12,17,11
"LaGrange College","GA","30240-2999",32,5,46,37,61
"Life University","GA","30060",13,5,41,29,49
"Herzing University-Atlanta","GA","30303",11,5,19,24,13
"Mercer University","GA","31207",12,5,74,72,75
"Morehouse College","GA","30314",11,5,47,47,
"Oglethorpe University","GA","30319-2797",21,5,56,45,63
"Paine College","GA","30901-3182",12,5,8,8,8
"Piedmont University","GA","30535-0010",32,5,48,42,52
"Reinhardt University","GA","30183-2981",41,5,32,28,39
"Savannah College of Art and Design","GA","31402-3146",12,5,71,66,74
"Savannah State University","GA","31404-5310",12,5,24,19,27
"Shorter University","GA","30165",13,5,37,28,45
"Spelman College","GA","30314-4399",11,5,76,,76
"Thomas University","GA","31792",32,5,36,32,43
"Toccoa Falls College","GA","30598",32,5,53,47,57
"Truett McConnell University","GA","30528",32,5,35,35,35
"Valdosta State University","GA","31698",13,5,41,32,48
"Wesleyan College","GA","31210-4462",12,5,56,,56
"University of West Georgia","GA","30118-0001",31,5,42,34,47
"Young Harris College","GA","30582",43,5,40,37,43
"Chaminade University of Honolulu","HI","96816-1578",11,8,65,57,67
"University of Hawaii at Hilo","HI","96720-4091",33,8,43,33,47
"University of Hawaii at Manoa","HI","96822-2217",11,8,59,57,60
"Hawaii Pacific University","HI","96813",11,8,42,34,46
"University of Hawaii Maui College","HI","96732-1617",13,8,11,20,0
"University of Hawaii-West Oahu","HI","96707-4507",21,8,37,28,43
"Boise Bible College","ID","83714-1220",21,7,50,64,30
"Boise State University","ID","83725",12,7,53,48,57
"Idaho State University","ID","83209",13,7,36,32,39
"University of Idaho","ID","83844-2282",32,7,59,56,63
"The College of Idaho","ID","83605-4432",22,7,56,43,70
"Lewis-Clark State College","ID","83501-2698",13,7,32,30,34
"Northwest Nazarene University","ID","83686-5897",22,7,62,60,64
"Brigham Young University-Idaho","ID","83460-1690",32,7,46,45,48
"College of Southern Idaho","ID","83301",33,7,,,
"American Academy of Art College","IL","60604-4302",11,3,57,64,53
"American Islamic College","IL","60613",11,3,50,100,0
"School of the Art Institute of Chicago","IL","60603",11,3,65,59,67
"Augustana College","IL","61201-2296",13,3,79,72,83
"Aurora University","IL","60506-4892",21,3,55,42,64
"Blackburn College","IL","62626",32,3,46,41,49
"Bradley University","IL","61625-0001",12,3,74,71,77
"Chicago State University","IL","60628-1598",11,3,21,29,16
"University of Chicago","IL","60637",11,3,96,96,96
"Columbia College Chicago","IL","60605-1996",11,3,51,48,52
"Concordia University-Chicago","IL","60305-1499",21,3,38,32,43
"DePaul University","IL","60604",11,3,70,68,71
"East-West University","IL","60605",11,3,10,11,9
"Eastern Illinois University","IL","61920",32,3,51,45,54
"Elmhurst University","IL","60126-3296",21,3,68,59,75
"Eureka College","IL","61530",31,3,51,48,54
"Governors State University","IL","60484",41,3,16,12,18
"Greenville University","IL","62246",32,3,48,39,62
"Hebrew Theological College","IL","60077",13,3,6,11,5
"University of Illinois Chicago","IL","60607",11,3,62,61,64
"Benedictine University","IL","60532-0900",21,3,47,42,51
"University of Illinois Urbana-Champaign","IL","61820-5711",13,3,85,82,88
"Illinois Wesleyan University","IL","61702-2900",13,3,81,81,82
"Illinois College","IL","62650-2299",32,3,64,56,71
"Illinois Institute of Technology","IL","60616",11,3,71,71,71
"Illinois State University","IL","61790-1000",22,3,67,61,72
"Judson University","IL","60123-1498",12,3,67,60,74
"Knox College","IL","61401",32,3,75,70,78
"Lake Forest College","IL","60045-2338",21,3,73,70,75
"Lewis University","IL","60446-2200",21,3,60,53,66
"Lincoln Christian University","IL","62656-2111",32,3,42,34,62
"Lincoln College","IL","62656",32,3,13,6,19
"Loyola University Chicago","IL","60660",11,3,72,70,73
"Trinity College of Nursing & Health Sciences","IL","61201-5317",13,3,0,,0
"McKendree University","IL","62254-1291",21,3,56,47,67
"Methodist College","IL","61615",12,3,56,0,71
"Millikin University","IL","62522-2084",13,3,55,49,61
"Monmouth College","IL","61462-1998",32,3,55,48,64
"Moody Bible Institute","IL","60610-3284",11,3,53,48,58
"National Louis University","IL","60603",11,3,34,30,35
"North Central College","IL","60540",12,3,64,62,67
"North Park University","IL","60625-4895",11,3,61,54,66
"Northern Illinois University","IL","60115-2828",23,3,51,48,54
"Northwestern University","IL","60208",13,3,95,94,97
"Northeastern Illinois University","IL","60625-4699",11,3,21,15,26
"Olivet Nazarene University","IL","60914-2271",23,3,64,62,65
"Principia College","IL","62028-9799",41,3,86,86,85
"Quincy University","IL","62301-2699",33,3,42,36,48
"Rockford University","IL","61108-2311",12,3,32,21,45
"Roosevelt University","IL","60605-1394",11,3,38,36,40
"Dominican University","IL","60305",21,3,52,43,57
"University of St Francis","IL","60435-6188",21,3,65,63,66
"Saint Xavier University","IL","60655",11,3,51,48,53
"University of Illinois Springfield","IL","62703-5407",12,3,52,53,51
"St. Augustine College","IL","60640-3501",11,3,9,8,10
"Saint Anthony College of Nursing","IL","61114",12,3,100,,100
"Southern Illinois University-Carbondale","IL","62901-4512",13,3,45,42,47
"Southern Illinois University-Edwardsville","IL","62026-1259",21,3,49,45,52
"Telshe Yeshiva-Chicago","IL","60625",11,3,5,5,
"Trinity Christian College","IL","60463-0929",21,3,67,63,69
"Trinity International University-Illinois","IL","60015-1283",21,3,45,41,49
"VanderCook College of Music","IL","60616-3731",11,3,65,64,67
"Western Illinois University","IL","61455",33,3,51,51,51
"Wheaton College","IL","60187-5593",21,3,88,83,92
"Anderson University","IN","46012-3495",13,3,63,57,67
"Ball State University","IN","47306",13,3,68,64,71
"Bethel University","IN","46545-5591",13,3,63,59,66
"Butler University","IN","46208",11,3,82,82,83
"Calumet College of Saint Joseph","IN","46394",21,3,17,13,21
"DePauw University","IN","46135-1772",32,3,83,81,85
"Earlham College","IN","47374-4095",32,3,73,71,74
"University of Evansville","IN","47722",12,3,69,61,75
"Franklin College","IN","46131-2623",21,3,61,55,68
"Goshen College","IN","46526-4794",13,3,65,58,72
"Grace College and Theological Seminary","IN","46590-1274",32,3,72,74,70
"Hanover College","IN","47243",32,3,63,56,70
"Holy Cross College","IN","46556-0308",21,3,38,42,33
"Huntington University","IN","46750",32,3,69,65,71
"Purdue University Fort Wayne","IN","46805-1499",11,3,37,33,41
"Indiana University-Purdue University-Indianapolis","IN","46202-5143",11,3,57,54,58
"University of Indianapolis","IN","46227-3697",11,3,63,59,66
"Indiana Institute of Technology","IN","46803-1228",11,3,40,40,40
"University of Southern Indiana","IN","47712",22,3,50,47,51
"Indiana State University","IN","47809",13,3,41,40,42
"Indiana University-Kokomo","IN","46902-9003",13,3,43,39,45
"Indiana University-South Bend","IN","46615-7111",12,3,38,35,41
"Indiana University-Bloomington","IN","47405-7000",13,3,81,78,83
"Indiana University-Northwest","IN","46408-1197",13,3,38,34,40
"Indiana University-Southeast","IN","47150",21,3,39,34,42
"Indiana University-East","IN","47374-1289",41,3,43,39,45
"Manchester University","IN","46962",32,3,54,49,58
"Marian University","IN","46222-1997",11,3,64,52,76
"Indiana Wesleyan University-Marion","IN","46953-4974",32,3,71,62,75
"Martin University","IN","46218-0567",11,3,25,0,100
"Mid-America College of Funeral Service","IN","47130",21,3,84,92,78
"University of Notre Dame","IN","46556",21,3,96,95,97
"Oakland City University","IN","47660-1099",32,3,58,55,61
"Rose-Hulman Institute of Technology","IN","47803-3920",13,3,87,86,88
"University of Saint Francis-Fort Wayne","IN","46808-3994",11,3,56,47,61
"Saint Mary-of-the-Woods College","IN","47876-1099",41,3,60,,60
"Saint Mary's College","IN","46556",21,3,74,,74
